analysis_date,window,expected_node_count,actual_node_count,expected_edge_count,community_count,active_node_count,community_assigned_node_count,active_community_coverage,within_community_edge_count,outside_community_edge_count,unknown_community_edge_count,within_community_edge_share,outside_community_edge_share,unknown_community_edge_share,mean_participation_coefficient,median_participation_coefficient,mean_outside_community_degree_ratio,mean_external_community_count,max_degree_reconstruction_error,max_strength_reconstruction_error,node_count_ok,key_unique,active_community_coverage_ok,edge_category_identity_ok,unknown_community_edge_ok,degree_reconstruction_ok,within_degree_handshake_ok,outside_degree_handshake_ok,unknown_degree_handshake_ok,strength_reconstruction_ok,ratio_valid,participation_valid,weighted_participation_valid,community_size_valid,qa_pass,qa_errors
2023-06-30,60,4899,4899,119955,10,4842,4842,1.0,97873,22082,0,0.8159143011962819,0.18408569880371806,0.0,0.3547112591140285,0.37037037037037035,0.25846600850399054,2.3907476249483683,0,7.3015689849853516e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-07-31,60,4920,4920,121000,11,4877,4877,1.0,92575,28425,0,0.7650826446280992,0.23491735537190084,0.0,0.3683614112354921,0.39706152433425157,0.2727934800681531,2.3984006561410705,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-08-31,60,4955,4955,122731,11,4856,4856,1.0,90584,32147,0,0.738069436409709,0.261930563590291,0.0,0.32417280013452354,0.3390667640613586,0.23804432000953143,2.0971993410214167,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-09-28,60,4998,4998,124872,13,4909,4909,1.0,97331,27541,0,0.7794461528605292,0.22055384713947082,0.0,0.32060880779507955,0.3412786812207619,0.23522629680483403,1.9655734365451212,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-10-31,60,5021,5021,126025,11,4933,4933,1.0,108709,17316,0,0.8625986907359651,0.1374013092640349,0.0,0.262745844870619,0.2265625,0.1928666609503044,1.650314210419623,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-11-30,60,5044,5044,127181,10,4998,4998,1.0,105982,21199,0,0.8333162972456578,0.16668370275434224,0.0,0.31861345158697957,0.3106503188350407,0.23191219595052465,2.213885554221689,0,7.3909759521484375e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2023-12-29,60,5056,5056,127785,10,5007,5007,1.0,106098,21687,0,0.830285244747036,0.16971475525296395,0.0,0.33190390490772,0.328125,0.24354253188306715,2.256640703015778,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-01-31,60,5061,5061,128040,14,4935,4935,1.0,102794,25246,0,0.8028272414870353,0.1971727585129647,0.0,0.32451397535121956,0.32679387261488846,0.2394638495596398,2.146707193515704,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-02-29,60,5068,5068,128395,100,3519,3519,1.0,107487,20908,0,0.8371587678647923,0.16284123213520776,0.0,0.1417345123110211,0.0,0.10931483947664862,0.49587951122477975,0,1.4960765838623047e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-03-29,60,5078,5078,128903,91,3835,3835,1.0,104213,24690,0,0.8084606254315261,0.19153937456847397,0.0,0.15833513446289169,0.0,0.12137605061866069,0.6132985658409387,0,1.519918441772461e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-04-30,60,5091,5091,129560,52,4394,4394,1.0,101482,28078,0,0.7832818771225687,0.2167181228774313,0.0,0.2180326693486407,0.17233560090702948,0.16647586276401838,0.9770141101502048,0,1.4722347259521484e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-05-31,60,5075,5075,128745,11,5063,5063,1.0,96482,32263,0,0.749403860344091,0.250596139655909,0.0,0.4037341796797336,0.43125,0.2966398541918488,2.948449535848311,0,6.109476089477539e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-06-28,60,5074,5074,128694,11,5038,5038,1.0,98583,30111,0,0.766026388176605,0.23397361182339502,0.0,0.3937069077776721,0.42405617607628615,0.28954438329060855,2.6762604208019054,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-07-31,60,5068,5068,128394,11,4985,4985,1.0,104510,23884,0,0.8139788463635372,0.18602115363646277,0.0,0.3306864768012324,0.345,0.24141140940477673,2.080040120361083,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-08-30,60,5068,5068,128396,11,5011,5011,1.0,105777,22619,0,0.8238340758279075,0.1761659241720926,0.0,0.34263568418271706,0.35456790123456794,0.25350476734985794,2.3420474955098785,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-09-30,60,5067,5067,128345,11,5051,5051,1.0,95396,32949,0,0.7432778838287428,0.2567221161712572,0.0,0.4255307957534332,0.4609375,0.31522786278887044,3.124331815482083,0,7.063150405883789e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-10-31,60,5062,5062,128089,11,4995,4995,1.0,98703,29386,0,0.7705813926254401,0.22941860737455988,0.0,0.3806125625710996,0.41666666666666663,0.2835308023967531,2.3913913913913913,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-11-29,60,5054,5054,127681,10,4978,4978,1.0,93136,34545,0,0.7294429084985237,0.27055709150147633,0.0,0.38586410568307433,0.4297520661157025,0.2896046043013628,2.336078746484532,0,9.834766387939453e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2024-12-31,60,5053,5053,127631,8,4980,4980,1.0,98904,28727,0,0.7749214532519529,0.22507854674804711,0.0,0.35147928686750396,0.375,0.2640365150525097,2.020281124497992,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-01-27,60,5059,5059,127935,9,5015,5015,1.0,93421,34514,0,0.7302223785516082,0.26977762144839174,0.0,0.3765294473571059,0.41666666666666663,0.28201328167854883,2.2584247258225325,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-02-28,60,5071,5071,128544,9,5046,5046,1.0,97549,30995,0,0.7588763380632313,0.24112366193676874,0.0,0.38749133499176913,0.4151124567474049,0.2925768560989994,2.59611573523583,0,7.450580596923828e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-03-31,60,5068,5068,128390,11,5052,5052,1.0,91568,36822,0,0.7132019627696861,0.2867980372303139,0.0,0.445113737669301,0.4815688775510204,0.33267773981127957,3.2591053048297702,0,7.4803829193115234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-04-30,60,5078,5078,128885,11,5036,5036,1.0,91939,36946,0,0.7133413508166194,0.2866586491833805,0.0,0.4202205458731919,0.4580498866213152,0.3127354392994786,2.9297061159650517,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-05-30,60,5066,5066,128263,10,5022,5022,1.0,94850,33413,0,0.7394961914191934,0.26050380858080663,0.0,0.3994113392923127,0.43858775510204084,0.2974331176175925,2.6680605336519316,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-06-30,60,5084,5084,129171,11,4986,4986,1.0,104327,24844,0,0.807665807340657,0.19233419265934304,0.0,0.3439058798332886,0.375,0.25902709872351515,2.085439229843562,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-07-31,60,5093,5093,129650,11,5078,5078,1.0,98053,31597,0,0.7562900115696105,0.24370998843038952,0.0,0.4310294592006454,0.46875,0.3234379456980695,3.316266246553761,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-08-29,60,5108,5108,130414,10,5099,5099,1.0,94104,36310,0,0.7215789715828055,0.27842102841719446,0.0,0.45799877256649496,0.4921946740128559,0.3450040829072763,3.539321435575603,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-09-30,60,5119,5119,130977,12,5094,5094,1.0,94186,36791,0,0.719103354023989,0.28089664597601105,0.0,0.44884331357094137,0.5,0.34392254940974415,3.4224577934825287,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-10-31,60,5118,5118,130931,10,5092,5092,1.0,94780,36151,0,0.723892737396033,0.27610726260396695,0.0,0.4454284231684231,0.4874704493804924,0.3465570396055692,3.2040455616653576,0,8.791685104370117e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-11-28,60,5119,5119,130979,11,5098,5098,1.0,92710,38269,0,0.7078233915360478,0.2921766084639522,0.0,0.4507679566156125,0.49382716049382713,0.33993541345914874,3.1724205570812085,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2025-12-31,60,5119,5119,130969,10,5103,5103,1.0,91486,39483,0,0.698531713611618,0.30146828638838197,0.0,0.48014639498034045,0.5190311418685121,0.3619592718798159,3.477562218302959,0,7.539987564086914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-01-30,60,5126,5126,131324,11,5091,5091,1.0,99011,32313,0,0.7539444427522768,0.24605555724772318,0.0,0.41336863359714154,0.4444444444444444,0.30590151381383873,2.9646434885091337,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-02-27,60,5126,5126,131327,11,5063,5063,1.0,106729,24598,0,0.8126965513565375,0.1873034486434625,0.0,0.3460123787563242,0.3637062668204537,0.25377449545319636,2.358878135492791,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-03-31,60,5145,5145,132312,16,4972,4972,1.0,106696,25616,0,0.8063970010278735,0.1936029989721265,0.0,0.3142431313429128,0.3180682255076719,0.229450681768168,2.166733708769107,0,7.569789886474609e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-04-30,60,5150,5150,132554,11,5088,5088,1.0,104077,28477,0,0.7851667999456825,0.2148332000543175,0.0,0.35444078944605995,0.3705414474741275,0.2596174689477022,2.4789701257861636,0,7.62939453125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-05-29,60,5149,5149,132502,10,5102,5102,1.0,98176,34326,0,0.7409397593998581,0.2590602406001419,0.0,0.39631795695605954,0.4278905672748981,0.2939658954190788,2.786358290866327,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-06-30,60,5156,5156,132854,14,4989,4989,1.0,100443,32411,0,0.7560404654733768,0.24395953452662322,0.0,0.30515704175050967,0.31999999999999995,0.23145579135002872,1.8592904389657245,0,1.52587890625e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-07-31,60,5172,5172,133698,75,4050,4050,1.0,93722,39976,0,0.7009977710960523,0.2990022289039477,0.0,0.20140379540413228,0.055130622770830195,0.1519131275380495,1.2034567901234567,0,1.4781951904296875e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-08-31,60,5175,5175,133858,53,4297,4297,1.0,103562,30296,0,0.7736706061647417,0.22632939383525827,0.0,0.20668327766443007,0.09221466364323505,0.15510662091851057,1.2394693972538982,0,1.4960765838623047e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2026-09-03,60,5176,5176,133908,51,4233,4233,1.0,105125,28783,0,0.785053917615079,0.214946082384921,0.0,0.20061261754316434,0.07881403640457874,0.15086123041738006,1.201748169147177,0,1.52587890625e-05,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-07-31,120,1534,1534,10899,27,1277,1277,1.0,7300,3599,0,0.6697862189191669,0.3302137810808331,0.0,0.2560127840106513,0.24489795918367352,0.19628193442856473,1.1378230227094754,0,3.4868717193603516e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-08-31,120,1506,1506,10457,36,1193,1193,1.0,7160,3297,0,0.6847088074973702,0.3152911925026298,0.0,0.21666530551286092,0.0,0.16663059405048328,0.9664710813076278,0,3.516674041748047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-09-30,120,1562,1562,11229,46,1161,1161,1.0,7804,3425,0,0.694986196455606,0.305013803544394,0.0,0.18667520101784954,0.0,0.13932532847372806,0.8062015503875969,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-10-30,120,1618,1618,12072,60,1226,1226,1.0,8686,3386,0,0.7195162359178264,0.2804837640821736,0.0,0.17749908991855248,0.0,0.1335966874217034,0.8001631321370309,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-11-30,120,1723,1723,13733,29,1364,1364,1.0,9885,3848,0,0.7197990242481613,0.2802009757518386,0.0,0.1945293038134079,0.0,0.1460039394509289,0.8966275659824047,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2015-12-31,120,1836,1836,15991,42,1356,1356,1.0,13232,2759,0,0.8274654493152398,0.17253455068476017,0.0,0.14405972876339557,0.0,0.10914769871864242,0.6039823008849557,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-01-29,120,1972,1972,18964,33,1632,1632,1.0,15608,3356,0,0.8230331153765028,0.17696688462349716,0.0,0.19710093272393941,0.09499999999999997,0.14770766137014815,0.9503676470588235,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-02-29,120,2013,2013,19794,33,1698,1698,1.0,15532,4262,0,0.7846822269374558,0.2153177730625442,0.0,0.22973453367676208,0.184375,0.17682690466419815,1.095995288574794,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-03-31,120,2061,2061,20712,28,1835,1835,1.0,17255,3457,0,0.8330919273850907,0.16690807261490923,0.0,0.2219073278537105,0.1619753086419753,0.17093084397439953,1.0294277929155313,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-04-29,120,2077,2077,21073,35,1790,1790,1.0,16173,4900,0,0.7674749679684905,0.2325250320315095,0.0,0.24013096592542363,0.21296720907297828,0.18909796071753643,1.1486033519553072,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-05-31,120,2124,2124,22091,13,1981,1981,1.0,16501,5590,0,0.746955773844552,0.2530442261554479,0.0,0.3011433911835481,0.3225347098611605,0.2383124246567281,1.5093387178192832,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-06-30,120,2171,2171,23088,17,2045,2045,1.0,17629,5459,0,0.7635568260568261,0.23644317394317393,0.0,0.31865235643389805,0.3629489603024575,0.2497086649938246,1.6112469437652812,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-07-29,120,2198,2198,23671,12,2124,2124,1.0,16923,6748,0,0.7149254361877403,0.2850745638122597,0.0,0.3603950293171802,0.40625,0.27724976158609704,1.9077212806026365,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-08-31,120,2258,2258,24962,8,2247,2247,1.0,17598,7364,0,0.704991587212563,0.2950084127874369,0.0,0.4680029208088348,0.5,0.35620761223770964,2.7485536270582998,0,1.8775463104248047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-09-30,120,2294,2294,25698,9,2291,2291,1.0,17691,8007,0,0.6884193322437544,0.3115806677562456,0.0,0.4673488444452231,0.5,0.35573277958291455,2.7939764295067655,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-10-31,120,2315,2315,26275,11,2306,2306,1.0,17642,8633,0,0.6714367269267364,0.32856327307326355,0.0,0.490000960488546,0.5245808871934998,0.3697068685614912,3.0971379011274935,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-11-30,120,2356,2356,27165,10,2345,2345,1.0,19447,7718,0,0.7158844100865084,0.2841155899134916,0.0,0.44979833046445533,0.48611111111111116,0.3379836991075196,2.62089552238806,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2016-12-30,120,2394,2394,28109,11,2387,2387,1.0,18497,9612,0,0.6580454658650254,0.34195453413497456,0.0,0.5089285862370868,0.555765595463138,0.38803400969932983,3.2446585672392123,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-01-26,120,2428,2428,28941,11,2420,2420,1.0,20288,8653,0,0.7010124045471822,0.2989875954528178,0.0,0.48810231288336586,0.5179819761322518,0.37160007570669756,3.027685950413223,0,2.9206275939941406e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-02-28,120,2432,2432,29084,10,2430,2430,1.0,20150,8934,0,0.692820794938798,0.30717920506120205,0.0,0.491792597510278,0.5185185185185186,0.37673329209339124,3.039506172839506,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-03-31,120,2490,2490,30542,10,2484,2484,1.0,20413,10129,0,0.668358326239277,0.33164167376072295,0.0,0.48930051821753845,0.5317429698216736,0.3751013300862846,3.031400966183575,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-04-28,120,2519,2519,31237,9,2503,2503,1.0,23904,7333,0,0.765246342478471,0.23475365752152896,0.0,0.42156044438739404,0.45265348595213317,0.3198371450865103,2.4714342788653614,0,1.8775463104248047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-05-31,120,2528,2528,31517,10,2514,2514,1.0,23243,8274,0,0.737475013484786,0.262524986515214,0.0,0.4375296004569823,0.48,0.32677947295047266,2.5875099443118534,0,1.9073486328125e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-06-30,120,2594,2594,33235,10,2579,2579,1.0,25521,7714,0,0.7678952911087709,0.23210470889122914,0.0,0.3879784573343675,0.41666666666666663,0.28628418762041874,2.2551376502520357,0,2.5033950805664062e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-07-31,120,2639,2639,34394,12,2602,2602,1.0,27635,6759,0,0.8034831656684306,0.19651683433156947,0.0,0.3508540774622074,0.3796605311111566,0.26264594076498193,2.003458877786318,0,3.2186508178710938e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-08-31,120,2674,2674,35358,11,2610,2610,1.0,30040,5318,0,0.8495955653600317,0.15040443463996833,0.0,0.32657445078810776,0.33999999999999997,0.24686527169351852,1.8157088122605365,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-09-29,120,2754,2754,37513,10,2721,2721,1.0,30838,6675,0,0.8220616852824354,0.17793831471756458,0.0,0.37437895155826073,0.4224,0.2837807835072185,2.1742006615214993,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-10-31,120,2795,2795,38654,10,2770,2770,1.0,30526,8128,0,0.7897242200031045,0.21027577999689553,0.0,0.420805575032438,0.4613923588282563,0.322268508836968,2.5342960288808665,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-11-30,120,2837,2837,39831,11,2816,2816,1.0,31526,8305,0,0.7914940624136979,0.20850593758630212,0.0,0.4157107749510905,0.44628099173553715,0.31680761040339694,2.5255681818181817,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2017-12-29,120,2851,2851,40274,10,2830,2830,1.0,32417,7857,0,0.8049113572031583,0.19508864279684163,0.0,0.40448618422514654,0.4444444444444444,0.30944871052182477,2.426855123674912,0,3.6954879760742188e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-01-31,120,2901,2901,41679,9,2892,2892,1.0,33346,8333,0,0.800067180114686,0.19993281988531394,0.0,0.4193022883277615,0.46499999999999997,0.31842272268979543,2.68222683264177,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-02-28,120,2854,2854,40287,11,2833,2833,1.0,31222,9065,0,0.77498945069129,0.22501054930871,0.0,0.4064481185698428,0.4444444444444444,0.30615443816123117,2.4772326156018356,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-03-30,120,2901,2901,41688,9,2875,2875,1.0,32048,9640,0,0.7687583957014009,0.2312416042985991,0.0,0.3922263629834586,0.4297520661157025,0.2920459981699153,2.256,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-04-27,120,2942,2942,42860,12,2913,2913,1.0,32886,9974,0,0.7672888474101727,0.23271115258982736,0.0,0.37782514747673085,0.40625,0.28169390326092814,2.1977342945417098,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-05-31,120,2966,2966,43584,11,2940,2940,1.0,36310,7274,0,0.8331038913362702,0.1668961086637298,0.0,0.3518964339743958,0.375,0.26441544900724745,2.0241496598639457,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-06-29,120,2972,2972,43806,9,2947,2947,1.0,36729,7077,0,0.8384467881112176,0.16155321188878236,0.0,0.33269850281937124,0.34375,0.25241179823298016,1.9060061079063455,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-07-31,120,3020,3020,45320,9,2971,2971,1.0,38333,6987,0,0.8458296557811121,0.1541703442188879,0.0,0.33046774358899217,0.35123966942148765,0.25149667289930205,1.8249747559744194,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-08-31,120,3102,3102,47925,11,3082,3082,1.0,37636,10289,0,0.7853103808033386,0.21468961919666146,0.0,0.4020156218981648,0.4444444444444444,0.3007101007379279,2.3484750162232317,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-09-28,120,3146,3146,49338,9,3124,3124,1.0,37239,12099,0,0.7547731971300012,0.2452268028699988,0.0,0.4426607946814574,0.49382716049382713,0.33559621025009767,2.728233034571063,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-10-31,120,3207,3207,51298,11,3199,3199,1.0,37720,13578,0,0.735311318180046,0.264688681819954,0.0,0.4523045125192867,0.49586776859504134,0.3401691783952718,2.9087214754610815,0,2.0563602447509766e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-11-30,120,3273,3273,53462,8,3265,3265,1.0,39303,14159,0,0.7351576820919532,0.26484231790804685,0.0,0.44432658496528726,0.48,0.3316692041059899,2.7500765696784075,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2018-12-28,120,3343,3343,55801,9,3340,3340,1.0,40381,15420,0,0.7236608662927188,0.27633913370728125,0.0,0.46368883059264787,0.5,0.3466085917553708,3.0847305389221558,0,2.6226043701171875e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-01-31,120,3389,3389,57344,10,3384,3384,1.0,38764,18580,0,0.6759905133928571,0.32400948660714285,0.0,0.5031760246187185,0.5483553875236296,0.3789283112358622,3.5750591016548463,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-02-28,120,3422,3422,58457,12,3419,3419,1.0,38693,19764,0,0.6619053321244676,0.33809466787553244,0.0,0.5176933403903051,0.56,0.3907278174998864,3.85756069026031,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-03-29,120,3470,3470,60086,10,3461,3461,1.0,41685,18401,0,0.6937556169490398,0.3062443830509603,0.0,0.48469647742671534,0.528344671201814,0.36735217792582125,3.4215544640277376,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-04-30,120,3516,3516,61630,10,3512,3512,1.0,43119,18511,0,0.6996430309914002,0.3003569690085997,0.0,0.4795923908116259,0.5159136764809025,0.36428324984554056,3.341400911161731,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-05-31,120,3532,3532,62204,10,3524,3524,1.0,44838,17366,0,0.7208218121021156,0.2791781878978844,0.0,0.47021027526732123,0.5,0.3556243167712768,3.206299659477866,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-06-28,120,3546,3546,62665,10,3536,3536,1.0,43659,19006,0,0.6967046995930742,0.3032953004069257,0.0,0.491007482415588,0.53125,0.3714530171909392,3.486425339366516,0,3.814697265625e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-07-31,120,3561,3561,63192,11,3554,3554,1.0,43482,19710,0,0.6880934295480441,0.31190657045195597,0.0,0.5067462114111532,0.5491814470795606,0.3841405602772282,3.712436691052335,0,3.725290298461914e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-08-30,120,3570,3570,63526,11,3564,3564,1.0,41526,22000,0,0.6536851053112112,0.34631489468878884,0.0,0.5323585407473507,0.5799408284023669,0.4043391024144219,4.118967452300786,0,3.7550926208496094e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-09-30,120,3580,3580,63938,11,3576,3576,1.0,40688,23250,0,0.6363664800275267,0.36363351997247334,0.0,0.5472063218137275,0.5981469233784049,0.4200293472803641,4.335011185682327,0,3.6656856536865234e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-10-31,120,3594,3594,64474,10,3594,3594,1.0,42210,22264,0,0.6546825076775135,0.3453174923224866,0.0,0.5621997060489267,0.6196059366867797,0.43275954165035535,4.565664997217585,0,3.606081008911133e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-11-29,120,3600,3600,64704,12,3600,3600,1.0,41892,22812,0,0.6474406528189911,0.3525593471810089,0.0,0.5646040523641727,0.6133333333333333,0.44061445210456524,4.739444444444445,0,5.066394805908203e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2019-12-31,120,3635,3635,65954,11,3634,3634,1.0,41968,23986,0,0.6363222852290991,0.36367771477090094,0.0,0.5568217040726585,0.60419536271809,0.43257187027205274,4.394056136488718,0,5.334615707397461e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-01-23,120,3647,3647,66413,9,3642,3642,1.0,51222,15191,0,0.7712646620390586,0.2287353379609414,0.0,0.4675241213325516,0.5032061789273405,0.36199310824408343,3.3245469522240527,0,3.7848949432373047e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-02-28,120,3657,3657,66794,17,3465,3465,1.0,57524,9270,0,0.8612150791987304,0.13878492080126958,0.0,0.28472380666990144,0.2777777777777778,0.22008327736317276,1.6447330447330448,0,7.510185241699219e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-03-31,120,3668,3668,67189,17,3541,3541,1.0,54626,12563,0,0.8130199883909569,0.18698001160904315,0.0,0.30445118971502644,0.3084228212433341,0.23349982572700984,1.8559728890144027,0,7.599592208862305e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
2020-04-30,120,3700,3700,68349,11,3565,3565,1.0,57471,10878,0,0.8408462450072423,0.15915375499275775,0.0,0.3053507289179482,0.30874999999999997,0.2332401316428896,1.8476858345021039,0,7.361173629760742e-06,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,
