window_prev,window_curr,date_prev,date_curr,regime_prev,regime_curr,transition_type,industry_a,industry_b,industry_pair,relation,possible_pairs,transition_energy,transition_intensity,energy_share,persistent,lost,gained,energy_rank
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,新能源,电子,新能源 - 电子,Cross,4,0.00019888741440182378,0.01410274492436929,0.02543643665819527,4,0,0,9
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,新能源,银行,新能源 - 银行,Cross,4,0.0007003832429394247,0.0264647547303848,0.08957456684261014,1,0,0,6
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,新能源,非银金融,新能源 - 非银金融,Cross,2,0.00013751549538920383,0.011726700106560406,0.017587358146859952,1,0,0,12
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0007005174704677608,0.02646729057662988,0.0895917336906612,3,0,0,5
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,电子,电子,电子 - 电子,Same,6,0.001362307567911723,0.036909450929426234,0.17423048242839861,6,0,0,2
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,电子,银行,电子 - 银行,Cross,16,0.00014686103630123576,0.012118623531624198,0.01878259345202209,1,0,0,11
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,电子,非银金融,电子 - 非银金融,Cross,8,0.0011474346797116543,0.03387380521452608,0.14674960523612918,5,0,1,3
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,电子,食品饮料,电子 - 食品饮料,Cross,16,0.001910605704902109,0.04371047591713123,0.24435433050249042,7,1,1,1
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,银行,银行,银行 - 银行,Same,6,0.0007343489901679395,0.027098874333963387,0.09391857010960854,4,0,2,4
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,银行,非银金融,银行 - 非银金融,Cross,8,6.496035419861346e-05,0.008059798645041541,0.008308016572273405,2,0,0,14
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0001547832362702298,0.01244119111139403,0.019795792493856615,4,0,0,10
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,非银金融,非银金融,非银金融 - 非银金融,Same,1,6.786989335400043e-05,0.008238318599932903,0.008680128144305894,1,0,0,13
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.00028256849939661463,0.016809773924613462,0.03613871575594965,8,0,0,7
12,13,2024-12-16,2025-01-14,R2,R3,R2→R3 Boundary,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.00020995311897648754,0.014489759106917117,0.02685166996663912,6,0,0,8
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.000428676439103227,0.02070450287022673,0.07342175531876442,4,0,0,4
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,7.427353260344566e-06,0.002725317093540597,0.001272123363924203,1,0,0,14
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,0.00018107776529391705,0.013456513861097794,0.0310141779774305,1,0,0,8
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.00011669945601376343,0.010802752242542797,0.01998775328823746,3,0,0,11
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.001713306668806968,0.04139210877458369,0.2934473918984404,6,0,0,1
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,0.00012449037775028884,0.011157525610559396,0.021322147011026284,1,0,0,10
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.0009525724021235272,0.030863771676895344,0.16315227862401735,6,0,0,3
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0012305289702691745,0.03507889636617969,0.2107594183546869,7,1,1,2
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.00021888807351812327,0.014794866458272722,0.03749015600125709,6,0,0,6
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,8.513396478655142e-05,0.009226806857551069,0.014581359183048767,2,0,0,12
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.00020836067939546655,0.014434703994036959,0.035687071705243864,4,0,0,7
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,1.5148876823379465e-05,0.0038921558066680045,0.0025946308824601216,1,0,0,13
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.00038093190716148736,0.019517476967105336,0.06524428853433216,8,0,0,5
13,14,2025-01-14,2025-02-19,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0001753050170755703,0.013240280098078374,0.03002544785713055,6,0,0,9
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.001198182515312949,0.03461477307903302,0.07769576769651666,4,0,0,5
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,0.00018294873023822075,0.013525854140800896,0.011863252771009513,1,0,0,11
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,0.00015082071743338394,0.012280908656666409,0.009779921903188146,1,0,0,13
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0008322197773161391,0.02884821965591879,0.05396502925425619,3,0,0,7
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.0009457627757779971,0.030753256344296244,0.06132768921575157,6,0,0,6
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,0.0006926116737021851,0.026317516480515123,0.044912185761453324,1,0,1,9
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.00017904789181501517,0.013380877841719324,0.011610304132486052,6,0,0,12
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.002831079150772139,0.05320788617086887,0.18358043554941414,6,2,0,2
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.0006967204924929828,0.02639546348320072,0.045178620821385344,6,0,0,8
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,0.0017845247731956572,0.04224363588986697,0.11571694667124678,2,0,0,3
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.004119853431054157,0.06418608440350726,0.2671505977027852,4,0,0,1
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,0.00012336779358584595,0.011107105544913398,0.007999745705831963,1,0,0,14
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.001464007435004403,0.03826235009777108,0.094933100860987,8,0,0,4
14,15,2025-02-19,2025-03-19,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.00022031723908700663,0.014843087249187975,0.014286401953688225,6,0,0,10
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.0010464562026744838,0.03234897529558678,0.07039723595305472,4,0,0,7
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,0.0010760749572518878,0.0328035814698927,0.07238974978143299,1,0,0,6
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,4.1655981734515507e-05,0.006454144539326301,0.002802282568086621,1,0,0,14
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.00021487534713030132,0.014658627054751796,0.014455101392458114,3,0,0,12
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.001562955823301485,0.03953423609103235,0.10514321535478667,6,0,0,4
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,0.0009236019132769084,0.030390819555861082,0.062132578171427276,1,1,0,9
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.0023130977697071067,0.04809467506603103,0.15560678895149935,6,0,0,2
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.001896174119210873,0.04354508145831022,0.12755948747497292,5,1,0,3
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.0010977133162951742,0.03313175691530973,0.07384540617996552,6,0,0,5
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,0.00027056717804963167,0.016448926349450034,0.018201604066784824,2,0,0,11
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0004280747607062033,0.02068996763424736,0.028797459327933355,4,0,0,10
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,5.6445082220362055e-05,0.007512994224699102,0.003797175420529705,1,0,0,13
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0009820349353110726,0.031337436642314455,0.06606348634424516,8,0,0,8
15,16,2025-03-19,2025-04-17,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0029552909410132944,0.05436258769607361,0.19880842901282259,6,0,0,1
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.0012315542293561568,0.03509350694011867,0.22133009797266107,4,0,0,1
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,3.09253568956322e-05,0.005561057174281901,0.005557783902969605,1,0,0,12
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,3.276478682104004e-05,0.005724053355886896,0.005888359037949409,1,0,0,11
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0002885517757671867,0.016986811818795976,0.051857393916080165,3,0,0,9
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.00039531358504921415,0.01988249443729871,0.07104420773627466,6,0,0,6
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,6.574544518890494e-07,0.0008108356503565006,0.00011815513664001533,1,0,0,14
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.00041394265098414744,0.020345580625387605,0.07439215043358771,6,0,0,5
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0007426977067802125,0.027252480745433297,0.13347472022541138,5,0,1,3
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.00107477234860074,0.03278372078640159,0.19315387300360262,6,0,0,2
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,0.00020480873683609941,0.01431114030523422,0.03680742326165292,2,0,0,10
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0004410468825024573,0.02100111622039308,0.079263216663905,4,0,0,4
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,3.666966048585786e-06,0.001914932387471105,0.0006590127624507568,1,0,0,13
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.00035145517290450514,0.01874713772565042,0.06316214584608197,8,0,0,8
16,17,2025-04-17,2025-05-20,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0003521747203979992,0.018766318775881412,0.0632914601007326,6,0,0,7
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.00012775241274299852,0.01130276128841968,0.056142022853555046,4,0,0,7
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,3.3611353411351556e-06,0.0018333399415097996,0.0014770831570556245,1,0,0,14
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,1.604162870223889e-05,0.004005200207510093,0.007049647563378003,1,0,0,12
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,4.939236607202758e-05,0.007027970266871337,0.021705948915308478,3,0,0,11
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.00033735245975164503,0.018367157094979207,0.14825277345783713,6,0,0,2
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,7.438579924057951e-05,0.008624720241293599,0.03268955279416786,1,0,0,9
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.00018936659676831695,0.01376105362130084,0.08321896686878386,6,0,0,5
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0002614256428302925,0.016168662369852753,0.11488600566636244,5,1,0,4
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.00033233582660879574,0.01823008026885224,0.14604816591652725,6,0,0,3
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,5.397313902747807e-05,0.007346641343326763,0.023719013517612377,2,0,0,10
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0005495084939678998,0.023441597513136764,0.24148677715097958,4,0,0,1
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,1.601712386330823e-05,0.004002139910511404,0.007038878676922328,1,0,0,13
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.00018587515265639616,0.013633603802971397,0.08168461827281881,8,0,0,6
17,18,2025-05-20,2025-06-18,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,7.873430463324592e-05,0.008873235296848941,0.03460054518869127,6,0,0,8
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.0005342530334998106,0.023113914283388062,0.06403615312436875,4,0,0,4
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,2.5964401120447947e-05,0.0050955275605621,0.0031121215260860573,0,1,0,13
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,2.5231406127364116e-05,0.005023087310346508,0.0030242639442413146,1,0,0,14
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.00019518688512714123,0.013970930002227527,0.02339531360634683,3,0,0,11
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.0027555302455567194,0.05249314474821183,0.33028087007270507,6,0,0,1
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,0.00020922405494493062,0.014464579321395096,0.025077824138849118,1,0,0,10
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.00038594328020521594,0.01964543917058654,0.04625958382798985,6,0,0,8
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0010082925632588886,0.031753622836755,0.12085504981045903,5,0,0,3
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.000316285889731672,0.01778442829364138,0.03791037279331,6,0,0,9
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,0.00042258706044470435,0.02055692244585031,0.050651747419649513,2,0,0,7
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0004321905387272424,0.020789192834914066,0.05180283083381112,4,0,1,6
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,7.030077560021044e-05,0.008384555778346903,0.008426327879893185,1,0,0,12
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0004597762124881287,0.02144239288158224,0.055109279872423124,8,0,0,5
18,19,2025-06-18,2025-07-16,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0015022244081275128,0.03875853980902161,0.18005826114986714,6,0,0,2
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.002439440224264238,0.04939068965163615,0.312799245516716,4,0,0,1
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,14
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,0.00045947483182621124,0.0214353640469718,0.058916541303039055,1,0,0,5
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0009319095816501663,0.03052719413326692,0.1194948788375785,3,0,1,4
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.0010249449940217077,0.032014762126583225,0.1314244217329909,6,0,0,3
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,5.80585521881512e-07,0.0007619616275650054,7.444605995920246e-05,1,0,0,13
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.0014228936736483415,0.03772126288512013,0.18245172115334393,6,0,0,2
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.00016545048167767375,0.01286275560203465,0.02121502520307207,5,0,1,11
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.0003700720140989956,0.019237255887963742,0.04745279086800795,6,0,0,6
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,1.0601800638688759e-05,0.003256040638365676,0.0013594246778072599,2,0,0,12
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.00018078819474555134,0.01344575006258674,0.023181716179085227,4,1,0,10
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,0.00034885097676658563,0.0186775527510053,0.04473170575977909,1,0,0,7
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0002465579184186494,0.01570216285798391,0.031615093532692214,8,0,0,8
19,20,2025-07-16,2025-08-13,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.00019717547810421982,0.014041918604813939,0.02528298917592866,6,0,0,9
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.0015462729598710386,0.03932267742500552,0.18022553167930142,4,0,0,2
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,14
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,0.0005006649701535726,0.022375544019164598,0.05835490419922671,1,0,0,7
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0007889586574115894,0.02808840788317468,0.0919569165309923,4,0,0,4
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.0007483374075586073,0.027355756387981805,0.08722231498118442,6,0,0,5
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,0.0008938635560494281,0.0298975510042115,0.10418408574589245,1,0,0,3
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.00037758593646430557,0.01943157061239018,0.044009452354118586,6,0,0,9
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.00025093661146692516,0.015840978867068953,0.029247865928665476,6,0,0,10
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.0021309189166405793,0.04616187730845204,0.24836882276532815,6,0,0,1
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,0.00011659531074381291,0.010797930854743093,0.01358974283031477,2,0,0,12
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0004326427817934471,0.020800066869927296,0.05042659181108559,4,0,0,8
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,1.083986957711783e-06,0.0010411469433810883,0.00012634388032196334,1,0,0,13
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0005989055512736714,0.024472546889804325,0.0698053152355356,7,1,0,6
20,21,2025-08-13,2025-09-10,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.00019288877459374272,0.01388844032257556,0.022482112058032452,6,0,0,11
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,新能源,电子,新能源 - 电子,Cross,4,0.004668739323666545,0.06832817371821484,0.23319391493653643,4,0,0,1
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,14
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,新能源,非银金融,新能源 - 非银金融,Cross,2,0.0007513232878288024,0.027410277047647702,0.03752705103573742,1,0,0,8
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.0005902175906722624,0.02429439422320018,0.02948015322585728,2,2,0,9
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,电子,电子,电子 - 电子,Same,6,0.0029766085892327728,0.054558304493750286,0.14867546933671713,6,0,0,2
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,电子,银行,电子 - 银行,Cross,16,0.00018298131768427028,0.013527058722585271,0.00913954000702925,1,0,1,12
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,电子,非银金融,电子 - 非银金融,Cross,8,0.0019375929943266372,0.044018098486039096,0.09677878000389001,6,0,0,5
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,电子,食品饮料,电子 - 食品饮料,Cross,16,0.0016928303850890166,0.04114402004045079,0.08455339170926629,5,1,1,6
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,银行,银行,银行 - 银行,Same,6,0.002492295650030359,0.04992289705165716,0.12448503536356133,6,0,0,3
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,银行,非银金融,银行 - 非银金融,Cross,8,0.0002934726628631292,0.01713104383460416,0.01465835516517077,2,0,0,11
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,银行,食品饮料,银行 - 食品饮料,Cross,16,0.0004909985744410268,0.022158487638849065,0.024524367685673606,4,0,1,10
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,非银金融,非银金融,非银金融 - 非银金融,Same,1,6.73847683151551e-05,0.008208822590064613,0.003365730412672064,1,0,0,13
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.0016013524463307008,0.040016902008160264,0.07998425704774412,7,0,0,7
21,22,2025-09-10,2025-10-16,R3,R3,Within R3,食品饮料,食品饮料,食品饮料 - 食品饮料,Same,6,0.0022750478288225615,0.04769746145050658,0.1136339540701442,6,0,0,4
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,新能源,电子,新能源 - 电子,Cross,4,0.004030512144545369,0.06348631462406185,0.032009185197646235,4,0,0,9
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,新能源,银行,新能源 - 银行,Cross,4,0.0,0.0,0.0,0,0,0,14
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,新能源,非银金融,新能源 - 非银金融,Cross,2,1.4922746927549312e-05,0.0038629971430935994,0.00011851222696549191,1,0,0,13
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,新能源,食品饮料,新能源 - 食品饮料,Cross,4,0.003451066369531756,0.05874577746129296,0.02740739106845462,1,1,0,11
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,电子,电子,电子 - 电子,Same,6,0.004877103420545663,0.06983626150178475,0.03873257318616245,5,1,0,7
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,电子,银行,电子 - 银行,Cross,16,0.0034747167116631586,0.058946727743473246,0.027595215383113065,1,1,0,10
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,电子,非银金融,电子 - 非银金融,Cross,8,0.01973639799374547,0.14048629112388678,0.15674087953592103,5,1,0,2
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,电子,食品饮料,电子 - 食品饮料,Cross,16,0.002343611485645298,0.04841086123635168,0.018612298235318406,2,4,0,12
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,银行,银行,银行 - 银行,Same,6,0.018738228535549725,0.13688764931705755,0.14881370058193583,6,0,0,3
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,银行,非银金融,银行 - 非银金融,Cross,8,0.010839617175880426,0.10411348220033957,0.08608516764399445,2,0,0,5
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,银行,食品饮料,银行 - 食品饮料,Cross,16,0.004483057183922185,0.06695563593844946,0.035603169648305316,4,1,0,8
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,非银金融,非银金融,非银金融 - 非银金融,Same,1,0.030082354176199862,0.17344265385481122,0.23890553147453225,1,0,0,1
22,23,2025-10-16,2025-11-13,R3,R4,R3→R4 Boundary,非银金融,食品饮料,非银金融 - 食品饮料,Cross,8,0.016199830402965066,0.12727855437176,0.1286544619995083,6,1,0,4
